Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
George W. Wright,Massachusetts,Louisiana,New Orleans,$1,600.00,"Louisiana,0",1.0
James H. Wright,Ohio,Louisiana,New Orleans,$1,500.00,"Louisiana,0",1.0
(Vacancy),Louisiana,Louisiana,New Orleans,$540.00,Louisiana,0,1.0
(Vacancy),Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Mrs. Amelia W. Adams,Mississippi,Louisiana,New Orleans,$800.00,Louisiana,0,1.0
Mrs. Mollie L. Batte,Louisiana,Louisiana,New Orleans,$600.00,Louisiana,0,1.0
John E. De Lacroix,Louisiana,Louisiana,New Orleans,$1,200.00,"Louisiana,0",1.0
James D. Dinnies,Louisiana,Louisiana,New Orleans,$1,600.00,"Louisiana,0",1.0
Mrs. Annie M. Galick,Ohio,Louisiana,New Orleans,$600.00,Louisiana,0,1.0
Charles Gallagher,Louisiana,Louisiana,New Orleans,$700.00,Louisiana,0,1.0
Mrs. Minnie Stevenson,Louisiana,Louisiana,New Orleans,$600.00,Louisiana,0,1.0
Charles E. Dugas,Louisiana,Louisiana,Plaquemine,$600.00,Louisiana,0,1.0
Alex. Bourgeois,Louisiana,Louisiana,Plaquemine,To fill,Louisiana,0,1.0
Emile Legendre,Louisiana,Louisiana,Port Allen,$120.00,Louisiana,0,1.0
Miss Theresa Simmond,Louisiana,Louisiana,Port Allen,$120.00,Louisiana,0,1.0
A. H. Edmond,Louisiana,Louisiana,Port Allen,To fill,Louisiana,0,1.0
Chas. H. Bailey,Louisiana,Louisiana,Opelousas,$75.00,Louisiana,0,1.0
Felix Vincent Riviere,Louisiana,Louisiana,Thibodeaux,$165.00,Louisiana,0,1.0
Stephen Dickerson,Louisiana,Louisiana,Trenton,$100.00,Louisiana,0,1.0
Jennie Marx,Florida,Louisiana,Vidalia,$100.00,Louisiana,0,1.0
J. O. Colbert,Louisiana,Louisiana,Vienna,To ex.,Louisiana,0,1.0
J. B. Finley,Louisiana,Louisiana,Vienna,$100.00,Louisiana,0,1.0
Henry M. O'Meallie,Ireland,Louisiana,Shreveport,$840.00,Louisiana,0,1.0
Charles E. McKenna,Massachusetts,Louisiana,Shreveport,$600.00,Louisiana,0,1.0
Frank M. Curtis,Texas,Louisiana,Shreveport,$420.00,Louisiana,0,1.0
Henry Mulhane,Louisiana,Louisiana,Washington,Fees,Louisiana,0,1.0
