Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
Mrs. Jennie Huntington,New Hampshire,do,Port Townsend,$300.00,Washington Territory,0,1.0
William H. Hughes,Wales,do,Seattle,p.m.,$75.00,"Washington Territory,1",1.0
W. J. Colkett,New Jersey,do,do,p.m.,$1500.00,"Washington Territory,1",1.0
Lysander Hartson,Illinois,do,do,p.m.,$50.00,"Washington Territory,1",1.0
Miss Frankie Whaley,Nebraska,do,do,p.m.,$30.00,"Washington Territory,1",1.0
Charles H. Dyer,California,do,Spokane Falls,$750.00,Washington Territory,0,1.0
Edward C. Ferguson,Washington Territory,do,Snohomish,$200.00,Washington Territory,0,1.0
Herbert C. Gregg,Indiana,do,Walla Walla,$200.00,Washington Territory,0,1.0
Gallus Stine,California,do,do,$600.00,Washington Territory,0,1.0
O. Wellen,West Virginia,West Virginia,Arnoldsburg,$49.00,West Virginia,0,1.0
Mrs. C. D. Berry,Pennsylvania,do,Braxton Court House,$60.00,West Virginia,0,1.0
Samuel G. Smith,Maryland,do,Berkeley Springs,$60.00,West Virginia,0,1.0
Douglas Hively,West Virginia,West Virginia,Buckhannon,$100.00,West Virginia,0,1.0
Albert L. Jark,do,do,do,$100.00,West Virginia,0,1.0
Robert A. Coleman,do,do,Charleston,$600.00,West Virginia,0,1.0
John Slack,do,do,do,$300.00,West Virginia,0,1.0
Miss Maggie Ewart,do,do,do,$120.00,West Virginia,0,1.0
Charley Ewart,do,do,do,$150.00,West Virginia,0,1.0
Robert A. Armstrong,Pennsylvania,West Virginia,Charlestown,$600.00,West Virginia,0,1.0
Charles F. Gibbs,do,do,Clarksburg,$600.00,West Virginia,0,1.0
Miss Kate A. Dolan,West Virginia,do,do,$200.00,West Virginia,0,1.0
S. W. Wilcox,do,do,Clifton,$150.00,West Virginia,0,1.0
E. H. Wigner,do,do,Elizabethough,$60.00,West Virginia,0,1.0
Mrs. Harriet J. Reed,do,West Virginia,Fairmont,$300.00,West Virginia,0,1.0
James Morrow,Virginia,do,Goffs Bridge,$75.00,West Virginia,0,1.0
Thomas M. Brennan,do,do,Grafton,$400.00,West Virginia,0,1.0
David G. Kunst,West Virginia,do,Guyandotte,p.m.,$25.00,"West Virginia,1",1.0
Will H. Kelley,do,do,do,p.m.,$5.00,"West Virginia,1",1.0
George W. Warwick jr.,Virginia,do,Huntersville,p.m.,$25.00,"West Virginia,1",1.0
Ira E. Wood,Ohio,West Virginia,do,$200.00,West Virginia,0,1.0
Charles Andrew Sprigg,West Virginia,do,Keyser,$70.00,West Virginia,0,1.0
Granville Crookshanks,do,do,do,$75.00,West Virginia,0,1.0
J. O. McWhorter,Virginia,do,Lewisburg,$250.00,West Virginia,0,1.0
Andrew Bonar,Maryland,do,Martinsburg,$600.00,West Virginia,0,1.0
J. D. Kost,West Virginia,do,Milton,$125.00,West Virginia,0,1.0
William H. Ogden,Virginia,do,Parkersburg,$1000.00,West Virginia,0,1.0
Harry F. Moss,do,do,do,$600.00,West Virginia,0,1.0
