Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
Frances F. Parker,South Carolina,Alabama,Mobile,$70000,Alabama,0,1.0
Henry C. Fonde,Alabama,Alabama,Mobile,$65000,Alabama,0,1.0
William G. Shourds,Michigan,Alabama,Mobile,$65000,Alabama,0,1.0
Jesse H. Sailor,Maryland,Alabama,Mobile,$65000,Alabama,0,1.0
Eugene F. Ledyard,Virginia,Alabama,Mobile,$62500,Alabama,0,1.0
Spencer Terrell,Alabama,Alabama,Mobile,$80000,Alabama,0,1.0
Jeremiah L. Hubbard,Virginia,Alabama,Montevallo,$15000,Alabama,0,1.0
John W. Burke,Alabama,Alabama,Montgomery,$80000,Alabama,0,1.0
James E. Dillard,Georgia,Alabama,Montgomery,$80000,Alabama,0,1.0
Charles M. Harris,Alabama,Alabama,Montgomery,$65000,Alabama,0,1.0
J. W. Dimmick,Alabama,Alabama,Montgomery,$60000,Alabama,0,1.0
W. D. Minor,Alabama,Alabama,Montgomery,$60000,Alabama,0,1.0
J. M. Whitfield, jr,Georgia,Alabama,Montgomery,$70000,"Alabama,0",1.0
John Cobbs,Alabama,Alabama,Montgomery,$14000,Alabama,0,1.0
Warren Brown,Alabama,Alabama,Moulton,$12000,Alabama,0,1.0
Mrs. Mary E. Slaton,Alabama,Alabama,Mount Pleasant,$8000,Alabama,0,1.0
J. C. Mize,Virginia,Georgia,Opelika,$45000,Alabama,0,1.0
Cody Collier,Georgia,Alabama,Opelika,$15000,Alabama,0,1.0
Samuel M. Ellington,Alabama,Alabama,Oxford,$10000,Alabama,0,1.0
Miss Minona J. Frazier,Alabama,Alabama,Ozark,$10000,Alabama,0,1.0
Miss Nina M. Vickers,Alabama,Alabama,Pine Apple,$7000,Alabama,0,1.0
M. A. Oldham Hamer,Alabama,Alabama,Roanoke,$7500,Alabama,1,1.0
John A. Dillard,Alabama,Alabama,Russellville,$15000,Alabama,0,1.0
Abner E. Chapman,Alabama,Alabama,Rutledge,$15000,Alabama,0,1.0
Miss Alice E. Power,Alabama,Alabama,Scottsboro,$15000,Alabama,0,1.0
John M. Caldwell,Louisiana,Alabama,Selma,$50000,Alabama,0,1.0
Miss Mary E. Harte,Alabama,Alabama,Selma,$45000,Alabama,0,1.0
Jeff. H. Clark,Alabama,Alabama,Selma,$67500,Alabama,0,1.0
T. E. Dennis,Alabama,Alabama,Selma,$70000,Alabama,0,1.0
Frank M. Shouse, jr,Alabama,Alabama,Talladega,$25000,"Alabama,0",1.0
Collin R. Shouse,Alabama,Alabama,Talladega,$18000,Alabama,0,1.0
Willie Shouse,Alabama,Alabama,Talladega,$18000,Alabama,0,1.0
Henry Harris,New York,Alabama,Union Springs,$20000,Alabama,0,1.0
R. H. Bulger,Alabama,Alabama,Wetumpka,$24000,Alabama,0,1.0
Mrs. Ada C. Williams,Kansas,Arizona,Casa Grande,$10000,Arizona,0,1.0
John W. Palmer,Illinois,Arizona,Globe,$9000,Arizona,1,1.0
A. H. Hackney,Pennsylvania,Arizona,Globe,$7500,Arizona,1,1.0
George W. Hill,Pennsylvania,Arizona,Maricopa,$10000,Arizona,0,1.0
C. M. Conner,Missouri,Arizona,Phoenix,$20000,Arizona,0,1.0
E. G. Pryce,Massachusetts,Arizona,Prescott,$9000,Arizona,0,1.0
Mrs. M. L. Yates,California,Arizona,Tucson,$9000,Arizona,1,1.0
Miss Nellie Duval,Oregon,California,Benicia,$180.00,California,0,1.0
Miss Maggie Looped McDougall,California,do,do,$60.00,California,0,1.0
Clarence S. Merrill,do,do,Berkeley,$400.00,California,0,1.0
John A. Volkhardt,Holland,do,Bieber,$180.00,California,0,1.0
Henry J. Haskell,Delaware,do,Bully,$300.00,California,0,1.0
Mrs. Selma E. Holmes,Pennsylvania,do,do,$726.00,California,0,1.0
C. C. Jewell,California,do,Calistoga,$162.00,California,0,1.0
J. Henry Horstman,Vermont,do,Chico,$900.00,California,0,1.0
Peter L. Ludwig,Germany,do,Cloverdale,$300.00,California,0,1.0
William Henry Wright,Vermont,do,Colton,$90.00,California,0,1.0
J. B. Stearns,do,do,Dixon,$600.00,California,0,1.0
Miss Clara Boettner,California,do,Freestone,$180.00,California,0,1.0
Miss Ella Moseley,do,do,do,$750.00,California,0,1.0
Miss Nellie Farnham,do,do,do,$90.00,California,0,1.0
Mrs. Mary B. Bone,Tennessee,do,Gilroy,$90.00,California,0,1.0
Thomas W. Goodwin,New Jersey,do,Grass Valley,$480.00,California,0,1.0
Miss Mary A. Ellsworth,California,do,do,$90.00,California,0,1.0
Miss Lydia C. Kinsey,Illinois,do,Hanford,$180.00,California,0,1.0
Ann T. Butler,Massachusetts,do,Hollister,$300.00,California,0,1.0
William C. Banning,Ohio,do,Jackson,$600.00,California,0,1.0
Mrs. Addie E. Smith,California,do,Kingsburg,$180.00,California,0,1.0
John Dugan,New York,do,Los Angeles,$250.00,California,0,1.0
J. E. Jackson,Vermont,do,do,$720.00,California,0,1.0
A. Chapman,France,do,do,$540.00,California,0,1.0
C. Mallard,California,do,do,$720.00,California,0,1.0
J. A. Graves,France,do,do,$720.00,California,0,1.0
James Winter,Pennsylvania,do,do,$540.00,California,0,1.0
Charles A. Bell,Louisiana,do,do,$720.00,California,0,1.0
J. Olcovich,do,do,do,$720.00,California,0,1.0
James Winter,do,do,do,$540.00,California,0,1.0
Mrs. E. E. Harris,California,do,Martinez,$25.00,California,0,1.0
Mrs. Louisa M. Corbett,do,do,Marysville,$300.00,California,0,1.0
William Ellington,Illinois,do,do,$1,200.00,"California,0",1.0
H. H. Jarvis,Maine,do,do,$720.00,California,0,1.0
H. H. Elliott,California,do,do,$180.00,California,0,1.0
D. E. Wylie,Massachusetts,do,Milton,$100.00,California,0,1.0
F. W. Peck,California,do,Mokelumne Hill,$180.00,California,0,1.0
Miss Lena Chandler,Vermont,do,Napa City,$720.00,California,0,1.0
H. H. Piatt,California,do,do,$180.00,California,0,1.0
John R. Beardsley,Illinois,do,do,$1,200.00,"California,0",1.0
Julius Winters,Germany,do,Navarro Ridge,$240.00,California,0,1.0
Wallace J. Williams,California,do,Nevada City,$750.00,California,0,1.0
J. F. Farr,New York,do,do,$1,400.00,"California,0",1.0
Webb A. Pearce,California,do,do,$1,200.00,"California,0",1.0
Noah A. Foss,do,do,do,$1,200.00,"California,0",1.0
George Barbour,New Hampshire,do,do,$900.00,California,0,1.0
H. G. Tillson,California,do,do,$900.00,California,0,1.0
Miss Eugenie La Grange,Wisconsin,do,do,$750.00,California,0,1.0
H. Y. Beers,Maine,do,do,$900.00,California,0,1.0
Thomas P. Sinnott,Rhode Island,do,do,$500.00,California,0,1.0
George H. Stevens,California,do,do,$900.00,California,0,1.0
Henry W. Sharpe,do,do,Oakland,$750.00,California,0,1.0
Harry McC. Weston,do,do,Petaluma,$540.00,California,0,1.0
John S. Weston,do,do,do,$87.50,California,0,1.0
Miss Emma J. Corning,do,do,do,$87.50,California,0,1.0
C. F. Strickland,do,do,Quincy,$90.00,California,0,1.0
William H. Crooks,Ohio,do,Redding,$90.00,California,0,1.0
Mrs. Ellen E. Filkins,Illinois,do,do,$600.00,California,0,1.0
Miss Lizzie M. Sayward,Scotland,do,do,$600.00,California,0,1.0
J. Broderick,Kansas,do,do,$90.00,California,0,1.0
A. Biddle,England,do,Sacramento,$540.00,California,0,1.0
W. B. Berris,New York,do,do,$716.00,California,0,1.0
Edward Katzenstein,California,do,do,$900.00,California,0,1.0
F. H. Russell,do,do,do,$1,200.00,"California,0",1.0
S. M. Kiefer,Maryland,do,do,$1,800.00,"California,0",1.0
John H. Lewis,Connecticut,do,do,$1,800.00,"California,0",1.0
George J. Willis,England,do,do,$1,200.00,"California,0",1.0
William Rider,California,do,do,$1,194.00,"California,0",1.0
W. D. H. Rose,Illinois,do,do,$240.00,California,0,1.0
J. W. Van Burgh,do,do,do,$240.00,California,0,1.0
Mrs. Alice H. Lander,California,do,Saint Helena,$900.00,California,0,1.0
S. W. Anderson,New York,do,Salinas,$900.00,California,0,1.0
A. V. Umphrey,do,do,do,$720.00,California,0,1.0
James E. Mack,Massachusetts,do,San Bernardino,$90.00,California,0,1.0
Miss Mollie G. Buford,Tennessee,do,do,$90.00,California,0,1.0
Miss Nellie Jackson,California,do,do,$90.00,California,0,1.0
Stanton H. Goodwin,Illinois,do,San Buenaventura,$300.00,California,0,1.0
Franklin W. Chapin,California,do,San Diego,$250.00,California,0,1.0
Mrs. Ida Chapin,do,do,do,$250.00,California,0,1.0
William C. Dougherty,New York,do,San Francisco,$6,000.00,"California,0",1.0
D. S. Richardson,Massachusetts,do,do,$1,500.00,"California,0",1.0
George W. Grow,Ohio,do,do,$1,800.00,"California,0",1.0
A. M. Cox,Virginia,do,do,$1,800.00,"California,0",1.0
James T. Sutton,England,do,do,$1,200.00,"California,0",1.0
John Bermingham,do,do,do,$1,200.00,"California,0",1.0
Barlow Dyer,Maine,do,do,$2,100.00,"California,0",1.0
W. A. Cooper,California,do,do,$1,440.00,"California,0",1.0
F. C. Mosebach,New York,do,do,$1,440.00,"California,0",1.0
W. N. Jacobs,do,do,do,$1,200.00,"California,0",1.0
Lee M. Thompson,Iowa,Colorado,South Pueblo,$900.00,Colorado,0,1.0
Frank H. Chapman,Massachusetts,do,do,$720.00,Colorado,0,1.0
John H. Fox,Kentucky,do,Trinidad,$780.00,Colorado,0,1.0
H. S. Knight,Pennsylvania,do,do,$780.00,Colorado,0,1.0
Mrs. M. A. Shawver,Illinois,do,Villa Grove,$10.00,Colorado,0,1.0
Henry S. Holbrook,Connecticut,Connecticut,Ansonia,$800.00,Connecticut,0,1.0
Charles A. Tomlinson,do,do,do,$416.00,Connecticut,0,1.0
Charles E. Dingmore,England,do,do,$346.00,Connecticut,0,1.0
Wm. L. Brewen,Connecticut,do,Birmingham,$540.00,Connecticut,0,1.0
C. Beardsley,Ireland,do,do,$346.00,Connecticut,0,1.0
Wesley L. Clark,Connecticut,do,do,$100.00,Connecticut,0,1.0
M. Egerton Hough,New York,do,Bridgeport,$1,200.00,"Connecticut,0",1.0
A. Keeler,Massachusetts,do,do,$900.00,Connecticut,0,1.0
Charles E. Robinson,Connecticut,do,do,$900.00,Connecticut,0,1.0
Charles J. Seymour,do,do,do,$800.00,Connecticut,0,1.0
J. Austin Chamberlain,do,do,do,$780.00,Connecticut,0,1.0
Hylan P. Brace,Massachusetts,do,do,$780.00,Connecticut,0,1.0
Charles D. Garlick,New York,do,do,$600.00,Connecticut,0,1.0
Robert W. Buckley,Illinois,do,do,$600.00,Connecticut,0,1.0
Axel N. Olsen,Sweden,do,do,$720.00,Connecticut,0,1.0
Robert Veit,Connecticut,do,do,$300.00,Connecticut,0,1.0
Joseph Middlebrook,New York,do,do,$300.00,Connecticut,0,1.0
Lewis F. Pelton,Connecticut,do,do,$300.00,Connecticut,0,1.0
Robert S. Norton,do,do,Bristol,$0.00,Connecticut,1,1.0
William F. Wright,Vermont,do,do,$0.00,Connecticut,1,1.0
W. A. Boardman,Massachusetts,do,Canaan,$300.00,Connecticut,0,1.0
J. B. Young,do,do,do,$10.00,Connecticut,0,1.0
Miss Ella M. Bulkwith,Connecticut,do,Collinsville,$150.00,Connecticut,0,1.0
Miss Julia A. Jenkins,do,do,do,$150.00,Connecticut,0,1.0
Aben J. Smith,New York,do,Danbury,$1,040.00,"Connecticut,0",1.0
G. Frank Merriam,Connecticut,do,do,$416.00,Connecticut,0,1.0
Clifford A. Smith,do,do,do,$346.00,Connecticut,0,1.0
Charles E. Lyon,do,do,do,$416.00,Connecticut,0,1.0
Edwd. Barber,Massachusetts,do,Danielsonville,$300.00,Connecticut,0,1.0
Edwin H. Stanger,Connecticut,do,Essex,$300.00,Connecticut,0,1.0
M. P. Pierson,do,do,Greenville,$250.00,Connecticut,0,1.0
Miss Annie M. Mead,do,do,Greenwich,$300.00,Connecticut,0,1.0
Oliver Washington,do,do,Hartford,$2,200.00,"Connecticut,0",1.0
Henry J. Hall,do,do,do,$1,200.00,"Connecticut,0",1.0
Seth H. Moseley,do,do,do,$1,150.00,"Connecticut,0",1.0
William S. Goodrich,do,do,do,$1,150.00,"Connecticut,0",1.0
William F. Whittlesey Jr.,do,do,do,$1,150.00,"Connecticut,0",1.0
Edmund Robinson,do,do,do,$900.00,Connecticut,0,1.0
Franklin Dart,do,do,do,$900.00,Connecticut,0,1.0
J. Austin Pease,do,do,do,$900.00,Connecticut,0,1.0
Theodore Pease,Georgia,do,do,$900.00,Connecticut,0,1.0
Allen H. Gates,Connecticut,do,do,$900.00,Connecticut,0,1.0
Joseph C. Paine r,do,do,do,$750.00,Connecticut,0,1.0
Cyril F. Paine r,Nova Scotia,do,do,$750.00,Connecticut,0,1.0
William E. Young,Connecticut,do,do,$750.00,Connecticut,0,1.0
Chaney F. Howson,do,do,do,$750.00,Connecticut,0,1.0
Charles H. Robbins,do,do,do,$750.00,Connecticut,0,1.0
L. E. C. Hatch,do,do,do,$700.00,Connecticut,0,1.0
Sidney O. Dickinson,Massachusetts,do,do,$650.00,Connecticut,0,1.0
Thomas Doyle,Ireland,do,do,$600.00,Connecticut,0,1.0
Fred. C. Jackson,Connecticut,do,do,$600.00,Connecticut,0,1.0
Mrs. Jeannie M. Bradley,do,do,do,$500.00,Connecticut,0,1.0
Miss Jennie E. Cook,do,do,do,$500.00,Connecticut,0,1.0
William D. Cronan,Virginia,do,do,$500.00,Connecticut,0,1.0
Charles W. Emerson,Massachusetts,do,do,$1,900.00,"Connecticut,0",1.0
Miss Mary L. Robbins,Connecticut,do,do,$250.00,Connecticut,0,1.0
David Murphy,do,do,Middletown,$750.00,Connecticut,0,1.0
Ernest D. Buck,do,do,do,$350.00,Connecticut,0,1.0
William P. Conran,do,do,do,$250.00,Connecticut,0,1.0
Thomas E. Dowd,do,do,do,$250.00,Connecticut,0,1.0
Frank E. Singleton,do,do,do,$200.00,Connecticut,0,1.0
John J. Thorne,do,do,do,$175.00,Connecticut,0,1.0
John A. Wood,Nova Scotia,do,Naugatuck,$1,000.00,"Connecticut,0",1.0
Mrs. Louie E. Wood,Connecticut,do,do,$300.00,Connecticut,0,1.0
Frank W. Baldwin,do,do,New Haven,$1,150.00,"Connecticut,0",1.0
Charles E. Hill,do,do,do,$750.00,Connecticut,0,1.0
Joseph W. Buckingham,do,do,do,$700.00,Connecticut,0,1.0
George H. Butler,do,do,do,$1,225.00,"Connecticut,0",1.0
Lorenzo Canale,do,do,do,$1,225.00,"Connecticut,0",1.0
John A. Dann,do,do,do,$400.00,Connecticut,0,1.0
James C. Eggleston,do,do,do,$400.00,Connecticut,0,1.0
Cathcart Harrison,do,do,do,$400.00,Connecticut,0,1.0
William T. Hayes,do,do,do,$1,200.00,"Connecticut,0",1.0
William S. Hine,do,do,do,$950.00,Connecticut,0,1.0
Miss Lizzie Holford,do,do,do,$750.00,Connecticut,0,1.0
Edward S. Hopkins,do,do,do,$600.00,Connecticut,0,1.0
William J. Judd,do,do,do,$600.00,Connecticut,0,1.0
John H. Kerrigan,do,do,do,$1,150.00,"Connecticut,0",1.0
Frank T. Lee,do,do,do,$1,200.00,"Connecticut,0",1.0
Miss Sarah E. Lyon,do,do,do,$600.00,Connecticut,0,1.0
William H. Monson,do,do,do,$750.00,Connecticut,0,1.0
William H. Moore,New York,do,do,$1,000.00,"Connecticut,0",1.0
Alfred G. De Coul,Canada,Dakota,Pierre,$60000,Dakota,0,1.0
James A. Caulfield,Canada,Nebraska,Omaha,$12000,Nebraska,0,1.0
James W. Post,Pennsylvania,Dakota,Rapid City,$7500,Dakota,0,1.0
William O. Marble,Ohio,do,do,p.m. $1600,Dakota,0,1.0
George Stickney,Wisconsin,do,Sioux Falls,$72000,Dakota,0,1.0
George E. Baldwin,Minnesota,Minnesota,do,$12000,Dakota,0,1.0
Miss Jennie C. Raymond,Vermont,Dakota,do,$90000,Dakota,0,1.0
Miss Nora Griffin,Wisconsin,do,Springfield,$10000,Dakota,0,1.0
Michael J. Hagin,Ireland,Dakota,Swan Lake,$10800,Dakota,0,1.0
Miss Christiane Anderson,Norway,Minnesota,Valley City,$20000,Dakota,0,1.0
Miss Ida Smith,New Hampshire,Dakota,Vermillion,$10800,Dakota,0,1.0
R. C. Williams,New York,do,Wahpeton,$12000,Dakota,0,1.0
Duncan A. Raymond,Wisconsin,do,Watertown,$15000,Dakota,0,1.0
Mrs. Rosanna R. Hassett,Canada,do,White Lake,$20000,Dakota,0,1.0
John C. Wilson,Pennsylvania,do,Yankton,$90000,Dakota,0,1.0
F. W. Stickney,Michigan,do,do,$80000,Dakota,0,1.0
Edward H. Pound,Indiana,do,do,$90000,Dakota,0,1.0
Miss Mary Richardson,Illinois,do,do,$10000,Dakota,0,1.0
Eugene Davis,Delaware,Delaware,Middletown,p.m. $1000,Delaware,0,1.0
James H. Clements,do,do,Milford,p.m. $1200,Delaware,0,1.0
George W. Chubb, jr.,do,do,New Castle,$50000,"Delaware,0",1.0
Samuel V. D. Curry,do,do,Wilmington,$60000,Delaware,0,1.0
Charles H. Gallagher,do,do,do,$90000,Delaware,0,1.0
Harry E. Bucher,Pennsylvania,do,do,$70000,Delaware,0,1.0
Harry G. Griffith,Delaware,do,do,$50000,Delaware,0,1.0
James M. Ocheltree,do,do,do,$80000,Delaware,0,1.0
John W. Lawson,do,do,do,$90000,Delaware,0,1.0
John T. Ruth,do,do,do,$125000,Delaware,0,1.0
Adam S. Reineck,Pennsylvania,do,do,$70000,Delaware,0,1.0
Louis Zebley,Delaware,do,do,$60000,Delaware,0,1.0
W. Ager,District of Columbia,District of Columbia,Washington,$110000,District of Columbia,0,1.0
C. A. Adams,do,do,do,$90000,District of Columbia,0,1.0
H. F. Alger,Michigan,Michigan,do,$80000,District of Columbia,0,1.0
H. C. Alleger,do,do,do,$70000,District of Columbia,0,1.0
J. E. Ball,Virginia,District of Columbia,do,$200000,District of Columbia,0,1.0
G. F. Bates,Maryland,do,do,$120000,District of Columbia,0,1.0
J. Biddle,Pennsylvania,do,do,$100000,District of Columbia,0,1.0
W. S. Boyd,Ohio,do,do,$100000,District of Columbia,0,1.0
H. R. Brereton,District of Columbia,do,do,$80000,District of Columbia,0,1.0
Mrs. H. W. Blackford,New York,do,do,$120000,District of Columbia,0,1.0
C. H. Bradebaugh,Maryland,do,do,$120000,District of Columbia,0,1.0
H. H. Brogden,do,do,do,$70000,District of Columbia,0,1.0
I. A. Bassett,District of Columbia,do,do,$120000,District of Columbia,0,1.0
W. H. Boyd,do,do,do,$100000,District of Columbia,0,1.0
F. H. Bates,do,do,do,$80000,District of Columbia,0,1.0
Mrs. E. A. Brown,Vermont,do,do,$80000,District of Columbia,0,1.0
E. E. Burnham,Ohio,do,do,$90000,District of Columbia,0,1.0
F. W. Bittinger,Illinois,do,do,$80000,District of Columbia,0,1.0
E. C. Bartlett,District of Columbia,do,do,$70000,District of Columbia,0,1.0
F. Beckett,do,do,do,$70000,District of Columbia,0,1.0
G. Brereton,do,do,do,$80000,District of Columbia,0,1.0
S. S. Baker,New York,do,do,$120000,District of Columbia,0,1.0
H. L. Beach,Virginia,do,do,$80000,District of Columbia,0,1.0
G. F. Brown,do,do,do,$60000,District of Columbia,0,1.0
F. S. Brown,District of Columbia,District of Columbia,do,$80000,District of Columbia,0,1.0
M. L. Bryant,Maryland,Virginia,do,$80000,District of Columbia,0,1.0
Miss M. E. Brown,Maryland,District of Columbia,do,$80000,District of Columbia,0,1.0
Miss C. V. Cobb,New York,do,do,$90000,District of Columbia,0,1.0
W. Crossfield,District of Columbia,do,do,$80000,District of Columbia,0,1.0
W. H. Combs,do,do,do,$90000,District of Columbia,0,1.0
G. N. Clark,Pennsylvania,Pennsylvania,do,$120000,District of Columbia,0,1.0
E. E. Cox,District of Columbia,Kentucky,do,$80000,District of Columbia,0,1.0
E. G. Crumbaugh,do,District of Columbia,do,$120000,District of Columbia,0,1.0
O. H. Chamberlain,New York,New York,do,$80000,District of Columbia,0,1.0
F. Carroll,Virginia,District of Columbia,do,$80000,District of Columbia,0,1.0
L. Cruit,do,do,do,$70000,District of Columbia,0,1.0
G. Dean,District of Columbia,District of Columbia,do,$100000,District of Columbia,0,1.0
J. Dexter,Virginia,do,do,$70000,District of Columbia,0,1.0
M. Donohoe,do,do,do,$120000,District of Columbia,0,1.0
F. J. Day,New York,New Jersey,do,$120000,District of Columbia,0,1.0
J. Dent,Maryland,District of Columbia,do,$80000,District of Columbia,0,1.0
G. Duvall,do,do,do,$100000,District of Columbia,0,1.0
H. D. Derby,Maryland,Ohio,do,$80000,District of Columbia,0,1.0
G. E. Dulin,District of Columbia,District of Columbia,do,$90000,District of Columbia,0,1.0
C. H. Dickson,do,do,do,$80000,District of Columbia,0,1.0
H. W. Dunbar,New York,New York,do,$80000,District of Columbia,0,1.0
F. F. Dixon,do,do,do,$80000,District of Columbia,0,1.0
E. C. Dyer,do,do,do,$80000,District of Columbia,0,1.0
George Dragoo,,,do,$80000,District of Columbia,0,1.0
M. F. Donohue,,,do,$80000,District of Columbia,0,1.0
F. C. Dezendorf,,,do,$80000,District of Columbia,0,1.0
G. B. Edwards,Canada,District of Columbia,do,$120000,District of Columbia,0,1.0
O. Emmerick,Germany,do,do,$120000,District of Columbia,0,1.0
J. Eckloff,District of Columbia,do,do,$70000,District of Columbia,0,1.0
A. W. Eastlack,Pennsylvania,District of Columbia,Washington,$90000,DC,0,1.0
Miss M. H. Fuller,Minnesota,District of Columbia,do,$90000,DC,0,1.0
C. W. Frazier,Maryland,Maryland,do,$170000,DC,0,1.0
F. P. Ferris,,,do,do,$120000,"DC,0",1.0
E. C. Griffin,District of Columbia,District of Columbia,do,$140000,DC,0,1.0
J. Gillenwater,Virginia,do,do,$120000,DC,0,1.0
A. Gliem,,,do,do,$70000,"DC,0",1.0
H. C. Grove,Virginia,do,do,$60000,DC,0,1.0
W. J. Grillbier,Maryland,do,do,$90000,DC,0,1.0
J. E. Hamlin,District of Columbia,do,do,$60000,DC,0,1.0
C. E. Hartung,New Jersey,do,do,$140000,DC,0,1.0
M. P. Hoover,District of Columbia,do,do,$120000,DC,0,1.0
J. H. Hendrickson,New York,do,do,$90000,DC,0,1.0
J. H. Hunter,Pennsylvania,Ohio,do,$120000,DC,0,1.0
C. A. Harrod,Maryland,District of Columbia,do,$70000,DC,0,1.0
J. H. Harrod,Maryland,do,do,$70000,DC,0,1.0
J. F. Hodgson,District of Columbia,District of Columbia,do,$100000,DC,0,1.0
H. L. Hyatt,do,do,do,$120000,DC,0,1.0
G. W. Hall,Maryland,Maryland,do,$70000,DC,0,1.0
C. A. Harris,Tennessee,Tennessee,do,$90000,DC,0,1.0
A. T. Hensey,New York,California,do,$140000,DC,0,1.0
J. H. Holeman,District of Columbia,District of Columbia,do,$80000,DC,0,1.0
H. A. Johnson,New Jersey,Pennsylvania,do,$80000,DC,0,1.0
W. H. Johnson,,,do,do,$90000,"DC,0",1.0
J. C. Johnson,Virginia,District of Columbia,do,$60000,DC,0,1.0
H. C. Johnson,District of Columbia,do,do,$80000,DC,0,1.0
H. A. Johnston,,,do,do,,"DC,0",1.0
J. F. Johnson,,,do,do,,"DC,0",1.0
J. F. Johnson,,,do,do,$60000,"DC,0",1.0
C. E. Kilby,Vermont,Vermont,do,$100000,DC,0,1.0
J. F. Keleher,District of Columbia,District of Columbia,do,$70000,DC,0,1.0
G. A. Knabe,Germany,Massachusetts,do,$80000,DC,0,1.0
C. O. Kimball,New Hampshire,New Hampshire,do,$70000,DC,0,1.0
J. F. Lacey,Pennsylvania,District of Columbia,do,$100000,DC,0,1.0
W. Lazenby,District of Columbia,do,do,$150000,DC,0,1.0
C. W. Langley,do,do,do,$80000,DC,0,1.0
J. W. Lowe,do,do,do,$90000,DC,0,1.0
J. F. Lipphard,do,do,do,$80000,DC,0,1.0
S. F. Lascombe,do,do,do,$80000,DC,0,1.0
J. Lawler,Wisconsin,do,do,$180000,DC,0,1.0
Miss J. Lawler,,,do,do,,"DC,0",1.0
E. L. Le Merle,District of Columbia,District of Columbia,do,$60000,DC,0,1.0
Miss M. A. Smith,Maryland,do,do,$72000,DC,0,1.0
C. Lindsley,,,do,do,$72000,"DC,0",1.0
H. T. Lyle,District of Columbia,District of Columbia,do,$80000,DC,0,1.0
J. H. McCauley,Maryland,Maryland,do,$60000,DC,0,1.0
J. E. McClellan,New York,District of Columbia,do,$120000,DC,0,1.0
J. C. Moses,Connecticut,do,do,$70000,DC,0,1.0
J. H. Merrill,Vermont,Vermont,do,$70000,DC,0,1.0
C. M. Merrill,Maine,Maine,do,$110000,DC,0,1.0
