Name,Where born,Whence appointed,Post-office,Compensation per annum,State,Postmaster,extraction_confidence
W. Crossfield,District of Columbia,do,do,$80000,District of Columbia,0,1.0
W. H. Combs,do,do,do,$90000,District of Columbia,0,1.0
G. N. Clark,Pennsylvania,Pennsylvania,do,$120000,District of Columbia,0,1.0
E. E. Cox,District of Columbia,Kentucky,do,$80000,District of Columbia,0,1.0
E. G. Crumbaugh,do,District of Columbia,do,$120000,District of Columbia,0,1.0
O. H. Chamberlain,New York,New York,do,$80000,District of Columbia,0,1.0
F. Carroll,Virginia,District of Columbia,do,$80000,District of Columbia,0,1.0
L. Cruit,do,do,do,$70000,District of Columbia,0,1.0
G. Dean,District of Columbia,District of Columbia,do,$100000,District of Columbia,0,1.0
J. Dexter,Virginia,do,do,$70000,District of Columbia,0,1.0
M. Donohoe,do,do,do,$120000,District of Columbia,0,1.0
F. J. Day,New York,New Jersey,do,$120000,District of Columbia,0,1.0
J. Dent,Maryland,District of Columbia,do,$80000,District of Columbia,0,1.0
G. Duvall,do,do,do,$100000,District of Columbia,0,1.0
H. D. Derby,Maryland,Ohio,do,$80000,District of Columbia,0,1.0
G. E. Dulin,District of Columbia,District of Columbia,do,$90000,District of Columbia,0,1.0
C. H. Dickson,do,do,do,$80000,District of Columbia,0,1.0
H. W. Dunbar,New York,New York,do,$80000,District of Columbia,0,1.0
F. F. Dixon,do,do,do,$80000,District of Columbia,0,1.0
E. C. Dyer,do,do,do,$80000,District of Columbia,0,1.0
George Dragoo,,,do,$80000,District of Columbia,0,1.0
M. F. Donohue,,,do,$80000,District of Columbia,0,1.0
F. C. Dezendorf,,,do,$80000,District of Columbia,0,1.0
G. B. Edwards,Canada,District of Columbia,do,$120000,District of Columbia,0,1.0
O. Emmerick,Germany,do,do,$120000,District of Columbia,0,1.0
J. Eckloff,District of Columbia,do,do,$70000,District of Columbia,0,1.0
